original_canceled_date,resurrected_canceled_date,original_created_date,resurrected_created_date,original_end_date,resurrected_end_date,original_next_charge_date,resurrected_next_charge_date,original_subscription_plan,resurrected_subscription_plan,days_to_resurrection,student_id,original_subscription_ID,resurrected_subscription_ID
"2021-04-10 00:00:00",NULL,"2021-01-28 23:46:06","2021-11-25 20:19:39","2021-04-17 00:00:00","2022-12-04 00:00:00","2021-04-17 03:00:00","2022-11-25 00:00:00",annually,annually,222,5749,2712,6127
"2021-04-09 00:00:00","2022-11-23 00:00:00","2021-01-28 23:46:06","2021-11-25 21:11:37","2021-04-16 00:00:00","2022-11-25 00:00:00","2021-04-16 03:00:00","2022-11-25 00:00:00",annually,annually,223,11793,2766,6129
"2021-04-12 00:00:00","2021-12-29 00:00:00","2021-01-28 23:46:06","2021-11-26 12:57:23","2021-04-15 00:00:00","2022-01-26 00:00:00","2021-04-15 03:00:00","2022-01-26 00:00:00",annually,monthly,225,1867,2872,6171
"2021-01-22 02:00:00",NULL,"2021-01-28 23:44:53","2021-11-26 18:47:18","2021-02-11 00:00:00",NULL,"2021-02-11 02:00:00","2023-02-26 00:00:00",monthly,annually,288,1221,1443,6207
NULL,NULL,"2021-07-25 21:28:00","2021-11-27 06:49:57","2021-08-16 00:00:00",NULL,"2022-07-25 00:00:00","2023-02-27 00:00:00",annually,annually,103,27787,4969,6268
"2021-03-22 00:00:00","2023-01-09 00:00:00","2021-02-13 08:23:06","2021-11-27 06:57:16","2021-04-13 00:00:00","2023-02-27 00:00:00","2021-04-13 00:00:00","2023-02-27 00:00:00",monthly,annually,228,12284,3356,6269
"2021-05-20 00:00:00",NULL,"2021-01-28 23:44:54","2021-11-27 23:38:53","2021-05-23 00:00:00",NULL,"2021-05-23 03:00:00","2023-02-27 00:00:00",annually,annually,188,5143,1979,6347
NULL,NULL,"2021-06-24 22:13:53","2021-11-29 12:32:38","2021-10-28 00:00:00","2022-05-02 00:00:00","2021-10-24 00:00:00","2022-04-28 00:00:00",monthly,monthly,32,158105,4710,6693
NULL,NULL,"2021-01-28 23:46:06","2021-11-29 13:17:59","2021-04-28 00:00:00","2022-12-08 00:00:00","2021-04-19 03:00:00","2022-11-29 00:00:00",annually,annually,215,10690,2608,6715
"2021-09-23 00:00:00",NULL,"2021-01-28 23:44:53","2021-11-29 14:26:49","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2024-02-29 00:00:00",annually,annually,66,8539,1287,6740
"2021-05-29 00:00:00","2022-11-29 00:00:00","2021-05-29 19:07:41","2021-11-29 16:22:49","2021-06-29 00:00:00","2022-11-29 00:00:00","2021-06-29 00:00:00","2023-11-29 00:00:00",monthly,annually,153,148670,4392,6767
NULL,NULL,"2021-01-28 23:46:06","2021-11-29 17:11:45","2021-05-02 00:00:00","2022-12-08 00:00:00","2021-04-23 03:00:00","2022-11-29 00:00:00",annually,annually,211,9754,2388,6772
"2021-06-09 00:00:00",NULL,"2021-01-28 23:44:54","2021-11-29 23:25:55","2021-07-09 00:00:00",NULL,"2021-07-09 03:00:00","2023-11-29 00:00:00",annually,annually,143,5509,1736,6798
"2021-09-27 00:00:00",NULL,"2021-01-28 23:44:53","2021-11-30 21:27:41","2021-10-01 00:00:00",NULL,"2021-10-01 03:00:00","2023-11-30 00:00:00",annually,annually,60,142965,1196,6849
"2021-01-26 02:00:00",NULL,"2021-01-28 23:44:54","2021-12-01 23:49:54","2021-06-15 00:00:00",NULL,"2021-06-15 03:00:00","2023-03-01 00:00:00",annually,annually,169,1016,1901,6957
"2021-11-11 00:00:00",NULL,"2021-01-28 23:44:10","2021-12-02 04:33:27","2021-11-28 00:00:00",NULL,"2021-11-28 02:00:00","2023-12-02 00:00:00",annually,annually,4,6623,792,6984
NULL,"2022-07-29 00:00:00","2021-01-28 23:46:06","2021-12-03 12:19:10","2021-10-20 00:00:00","2022-08-03 00:00:00","2021-10-16 00:00:00","2022-08-03 00:00:00",monthly,monthly,44,10393,2828,7027
"2021-09-20 00:00:00","2022-12-03 00:00:00","2021-08-16 21:50:54","2021-12-03 13:02:24","2021-10-16 00:00:00","2022-12-05 00:00:00","2021-10-16 00:00:00","2023-12-03 00:00:00",monthly,annually,48,163884,5153,7028
NULL,NULL,"2021-09-11 12:24:08","2021-12-05 02:30:43","2021-10-15 00:00:00","2022-02-09 00:00:00","2021-10-11 00:00:00","2022-02-05 00:00:00",monthly,monthly,51,158724,5393,7038
NULL,NULL,"2021-01-28 23:46:06","2021-12-05 03:59:08","2021-05-01 00:00:00","2022-12-14 00:00:00","2021-04-22 03:00:00","2022-12-05 00:00:00",annually,annually,218,7790,2425,7039
NULL,NULL,"2021-01-28 23:46:06","2021-12-10 02:00:17","2021-05-06 00:00:00","2022-01-14 00:00:00","2021-04-27 03:00:00","2022-01-10 00:00:00",annually,monthly,218,14463,2180,7071
NULL,"2022-01-19 00:00:00","2021-05-22 21:38:58","2021-12-18 20:53:17","2021-06-23 00:00:00","2022-02-18 00:00:00","2021-06-22 00:00:00","2022-02-18 00:00:00",monthly,monthly,178,7437,4295,7128
NULL,"2022-01-04 00:00:00","2021-05-09 17:12:00","2021-12-20 14:45:24","2021-10-11 00:00:00","2022-01-20 00:00:00","2022-10-09 00:00:00","2022-01-20 00:00:00",annually,monthly,70,152766,4212,7137
"2021-10-17 00:00:00","2022-01-31 00:00:00","2021-04-10 07:33:32","2022-01-06 11:18:17","2021-10-18 00:00:00","2022-02-06 00:00:00","2022-10-10 00:00:00","2022-02-06 00:00:00",annually,monthly,80,148786,4008,7278
NULL,"2022-04-27 00:00:00","2021-01-28 23:44:10","2022-01-06 18:35:14","2021-12-11 00:00:00","2022-05-06 00:00:00","2021-12-02 02:00:00","2022-05-06 00:00:00",annually,monthly,26,4160,618,7280
NULL,NULL,"2021-08-19 07:04:25","2022-01-07 12:24:03","2021-12-23 00:00:00","2022-02-11 00:00:00","2021-12-19 00:00:00","2022-02-07 00:00:00",monthly,monthly,15,164356,5178,7283
"2021-10-16 00:00:00",NULL,"2021-01-28 23:44:54","2022-01-11 17:43:38","2021-10-14 00:00:00","2023-01-20 00:00:00","2021-10-14 00:00:00","2023-01-11 00:00:00",annually,annually,89,8095,1662,7326
NULL,NULL,"2021-01-28 23:46:06","2022-01-12 19:49:41","2021-05-13 00:00:00","2023-01-21 00:00:00","2021-05-04 03:00:00","2023-01-12 00:00:00",annually,annually,244,2555,2053,7345
"2021-06-30 00:00:00",NULL,"2021-06-03 09:57:09","2022-01-13 10:05:53","2021-07-01 00:00:00","2022-02-13 00:00:00","2022-06-03 00:00:00","2022-02-13 00:00:00",annually,monthly,196,156716,4550,7349
NULL,NULL,"2021-01-28 23:44:10","2022-01-14 13:21:51","2021-12-12 00:00:00","2023-01-23 00:00:00","2021-12-03 02:00:00","2023-01-14 00:00:00",annually,annually,33,1426,595,7358
"2021-11-27 00:00:00",NULL,"2021-01-28 23:44:10","2022-01-16 20:27:04","2021-11-26 00:00:00","2022-02-20 00:00:00","2021-11-26 02:00:00","2022-02-16 00:00:00",annually,monthly,51,7538,860,7381
"2021-07-22 00:00:00",NULL,"2021-02-22 00:52:31","2022-01-17 19:40:37","2021-07-22 00:00:00",NULL,"2021-07-22 00:00:00","2024-01-17 00:00:00",monthly,annually,179,145311,3431,7394
NULL,"2022-04-18 00:00:00","2021-04-29 12:18:05","2022-01-20 21:52:13","2021-12-03 00:00:00","2022-04-20 00:00:00","2021-11-29 00:00:00","2022-04-20 00:00:00",monthly,monthly,48,151575,4144,7458
"2021-08-07 00:00:00","2022-11-28 00:00:00","2021-01-28 23:44:53","2022-01-23 11:45:01","2021-09-07 00:00:00","2023-01-23 00:00:00","2021-09-07 03:00:00","2023-01-23 00:00:00",annually,annually,138,13006,1460,7502
NULL,NULL,"2021-01-28 23:44:10","2022-01-26 11:53:31","2021-12-12 00:00:00",NULL,"2021-12-03 02:00:00","2023-01-26 00:00:00",annually,annually,45,3852,609,7573
"2021-11-29 00:00:00",NULL,"2021-01-28 23:44:10","2022-01-26 17:34:24","2021-11-30 00:00:00",NULL,"2021-11-30 02:00:00","2024-01-26 00:00:00",annually,annually,57,7142,671,7582
"2021-03-16 00:00:00",NULL,"2021-01-28 23:46:06","2022-01-27 03:51:52","2021-04-22 00:00:00",NULL,"2021-04-22 03:00:00","2023-06-17 00:00:00",annually,annually,280,1581,2448,7598
"2021-11-28 00:00:00",NULL,"2021-01-28 23:44:10","2022-01-27 06:02:36","2021-11-28 00:00:00",NULL,"2021-11-28 02:00:00","2023-04-27 00:00:00",annually,annually,60,7329,785,7600
"2021-12-03 00:00:00","2022-02-18 00:00:00","2021-01-28 23:44:53","2022-01-28 16:03:28","2021-12-09 00:00:00","2022-02-28 00:00:00","2021-12-09 00:00:00","2022-02-28 00:00:00",annually,monthly,50,987,1449,7695
NULL,NULL,"2021-01-28 23:44:10","2022-02-01 10:48:48","2022-01-30 00:00:00",NULL,"2022-01-21 02:00:00","2023-02-01 00:00:00",annually,annually,2,1538,95,7712
NULL,NULL,"2021-07-05 18:15:26","2022-02-05 17:18:44","2021-11-09 00:00:00","2022-03-09 00:00:00","2021-11-05 00:00:00","2022-03-05 00:00:00",annually,monthly,88,159101,4766,7749
"2021-05-22 00:00:00","2022-03-20 05:50:28","2021-01-28 23:44:10","2022-02-10 03:16:38","2021-06-06 00:00:00","2022-04-10 03:21:01","2021-06-06 00:00:00","2022-03-10 03:16:38",monthly,monthly,249,3728,358,7804
"2021-02-12 00:00:00",NULL,"2021-02-12 16:08:43","2022-02-14 15:26:18","2022-02-12 00:00:00",NULL,"2022-02-12 00:00:00","2023-02-14 15:26:18",annually,annually,2,144644,3350,7834
"2021-03-25 00:00:00",NULL,"2021-01-28 23:46:34","2022-02-14 17:23:19","2021-04-01 00:00:00",NULL,"2021-04-01 03:00:00","2023-02-14 17:23:19",annually,annually,319,3236,3108,7836
"2021-03-29 00:00:00",NULL,"2021-01-28 23:46:34","2022-02-14 18:35:42","2021-04-05 00:00:00",NULL,"2021-04-05 03:00:00","2023-02-14 18:35:42",annually,annually,315,10422,3069,7837
"2021-08-12 00:00:00",NULL,"2021-01-28 23:44:53","2022-02-14 18:57:32","2021-08-30 00:00:00",NULL,"2021-08-30 03:00:00","2023-02-14 18:57:32",annually,annually,168,3984,1496,7838
NULL,NULL,"2021-01-28 23:44:53","2022-02-15 13:05:29","2022-02-06 00:00:00",NULL,"2022-02-02 00:00:00","2023-02-15 13:05:29",monthly,annually,9,5955,1184,7852
NULL,NULL,"2021-01-30 15:47:35","2022-02-16 14:28:09","2022-02-01 00:00:00",NULL,"2022-01-30 00:00:00","2023-02-16 14:28:09",annually,annually,15,143510,3216,7864
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 15:37:18","2021-12-05 00:00:00",NULL,"2021-12-04 02:00:00","2023-02-16 15:37:18",annually,annually,73,6773,575,7866
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 16:33:34","2021-11-30 00:00:00",NULL,"2021-11-21 02:00:00","2023-02-16 16:33:34",annually,annually,78,4795,948,7868
NULL,NULL,"2021-06-29 09:41:23","2022-02-16 19:52:31","2021-09-02 00:00:00",NULL,"2021-08-29 00:00:00","2023-02-16 19:52:31",monthly,annually,167,158463,4729,7873
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 20:44:03","2022-01-30 00:00:00",NULL,"2022-01-21 02:00:00","2023-02-16 20:44:03",annually,annually,17,1809,88,7874
NULL,NULL,"2021-01-28 23:44:10","2022-02-16 22:45:08","2022-01-21 00:00:00",NULL,"2023-01-21 00:00:00","2023-02-16 22:45:08",annually,annually,26,1754,94,7875
"2021-03-19 00:00:00",NULL,"2021-01-28 23:46:06","2022-02-17 03:00:33","2021-04-18 00:00:00",NULL,"2021-04-18 03:00:00","2023-02-17 03:00:33",annually,annually,305,6618,2654,7876
"2021-11-29 00:00:00",NULL,"2021-01-28 23:44:10","2022-02-17 04:16:09","2022-01-14 00:00:00",NULL,"2022-01-14 02:00:00","2023-02-17 04:16:09",annually,annually,34,2741,235,7878
"2021-08-24 00:00:00","2022-12-16 09:37:58","2021-01-28 23:44:53","2022-02-17 06:07:34","2021-09-24 00:00:00","2023-02-17 06:07:34","2021-09-24 03:00:00","2023-02-17 06:07:34",annually,annually,146,5389,1291,7880
"2021-10-07 00:00:00",NULL,"2021-01-28 23:44:54","2022-02-17 06:09:42","2021-10-08 00:00:00",NULL,"2021-10-08 00:00:00","2023-02-17 06:09:42",annually,annually,132,5774,1753,7881
NULL,NULL,"2021-01-28 23:46:06","2022-02-17 06:42:44","2021-04-30 00:00:00",NULL,"2021-04-21 03:00:00","2023-02-17 06:42:44",annually,annually,293,22364,2505,7882
"2021-02-11 00:00:00",NULL,"2021-01-28 23:44:10","2022-02-17 07:29:58","2021-12-04 00:00:00",NULL,"2021-12-04 02:00:00","2023-02-17 07:29:58",annually,annually,75,6726,584,7885
"2021-09-18 00:00:00",NULL,"2021-01-28 23:44:53","2022-02-17 11:28:57","2021-09-12 00:00:00",NULL,"2021-09-12 03:00:00","2023-02-17 11:28:57",annually,annually,158,4884,1442,7890
"2021-03-22 00:00:00",NULL,"2021-01-28 23:46:34","2022-02-17 12:05:03","2021-03-26 00:00:00",NULL,"2021-03-26 02:00:00","2023-02-17 12:05:03",annually,annually,328,13478,3121,7891
NULL,NULL,"2021-03-06 23:53:37","2022-02-17 12:22:45","2021-05-10 00:00:00",NULL,"2021-05-06 00:00:00","2023-02-17 12:22:45",monthly,annually,283,1923,3573,7893
NULL,NULL,"2021-01-28 23:44:10","2022-02-17 14:09:48","2021-12-12 00:00:00",NULL,"2021-12-03 02:00:00","2023-02-17 14:09:48",annually,annually,67,5254,594,7895
"2021-11-17 00:00:00","2022-03-09 15:15:06","2021-01-28 23:44:10","2022-03-09 15:05:14","2022-01-14 00:00:00",NULL,"2022-01-14 02:00:00","2023-03-09 15:05:14",annually,annually,54,3115,239,8063
NULL,NULL,"2021-01-28 23:44:10","2022-03-13 15:43:36","2022-03-10 00:00:00",NULL,"2022-03-01 00:00:00","2023-03-13 15:43:36",annually,annually,3,3423,642,8101
NULL,NULL,"2021-09-03 10:58:40","2022-03-15 12:04:06","2022-02-07 00:00:00",NULL,"2022-02-03 00:00:00","2023-02-15 12:04:06",monthly,monthly,36,160960,5352,8118
"2021-06-30 00:00:00","2022-05-02 23:35:15","2021-01-28 23:44:54","2022-03-20 22:54:56","2021-07-13 00:00:00","2022-05-20 23:01:13","2021-07-13 03:00:00","2022-04-20 22:54:56",annually,monthly,250,4435,1672,8167
"2021-12-21 00:00:00","2022-03-23 14:54:26","2021-01-28 23:44:53","2022-03-23 14:48:28","2021-12-27 00:00:00","2022-03-25 09:48:12","2021-12-26 00:00:00","2023-03-23 14:48:28",annually,annually,86,4231,1257,8196
"2021-09-23 00:00:00",NULL,"2021-08-28 09:30:34","2022-03-24 01:56:08","2021-09-28 00:00:00","2022-03-30 06:50:56","2021-09-28 00:00:00","2023-03-24 01:56:08",monthly,annually,177,157613,5290,8203
NULL,NULL,"2021-01-28 23:44:54","2022-03-24 12:07:02","2021-07-28 00:00:00",NULL,"2021-06-30 03:00:00","2023-03-24 12:07:02",annually,annually,239,4784,1856,8210
NULL,NULL,"2021-01-28 23:46:34","2022-03-27 15:51:56","2021-04-20 00:00:00",NULL,"2021-04-11 03:00:00","2023-03-27 15:51:56",annually,annually,341,1019,2985,8259
"2021-02-16 00:00:00",NULL,"2021-01-28 23:46:34","2022-03-28 17:42:07","2021-02-23 00:00:00",NULL,"2021-02-23 02:00:00","2023-03-28 17:42:07",annually,annually,398,1521,3162,8273
"2021-02-07 00:00:00",NULL,"2021-01-28 23:44:10","2022-03-31 01:17:16","2022-01-14 00:00:00",NULL,"2022-01-14 02:00:00","2023-03-31 01:17:16",annually,annually,76,2840,256,8373
"2021-02-08 00:00:00",NULL,"2021-01-28 23:46:34","2022-03-31 02:30:20","2022-02-24 00:00:00",NULL,"2022-02-15 00:00:00","2023-11-30 02:05:34",annually,annually,35,5325,3175,8379
NULL,NULL,"2021-01-28 23:46:06","2022-03-31 05:09:07","2021-04-27 00:00:00",NULL,"2021-04-18 03:00:00","2023-03-31 05:09:07",annually,annually,338,1306,2658,8391
"2021-01-04 02:00:00",NULL,"2021-01-28 23:44:10","2022-04-02 06:42:37","2021-02-03 00:00:00","2022-05-15 07:21:01","2021-02-03 02:00:00","2022-05-02 06:42:37",monthly,monthly,423,4011,391,8414
NULL,NULL,"2021-02-03 05:28:58","2022-04-02 08:03:42","2022-02-12 00:00:00",NULL,"2022-02-03 00:00:00","2023-04-02 08:03:42",annually,annually,49,143799,3261,8415
NULL,NULL,"2021-01-28 23:44:10","2022-04-05 15:36:13","2021-12-04 00:00:00",NULL,"2021-11-25 02:00:00","2023-04-05 15:36:13",annually,annually,122,1046,907,8437
"2022-01-11 00:00:00","2022-04-09 19:36:22","2021-03-22 17:44:56","2022-04-09 19:34:36","2022-03-22 00:00:00","2022-05-09 19:41:13","2022-03-22 00:00:00","2022-05-09 19:34:36",annually,monthly,18,147448,3825,8482
"2021-06-16 00:00:00",NULL,"2021-02-26 14:20:11","2022-04-12 15:09:50","2021-06-26 00:00:00","2022-05-25 15:40:42","2021-06-26 00:00:00","2022-05-12 15:09:50",monthly,monthly,290,144912,3483,8507
"2021-11-29 00:00:00",NULL,"2021-01-28 23:44:53","2022-04-13 22:40:14","2021-12-30 00:00:00","2022-10-26 23:20:37","2021-12-30 00:00:00","2022-10-13 22:40:14",annually,monthly,104,7873,1230,8526
"2021-11-18 00:00:00",NULL,"2021-01-28 23:44:10","2022-04-14 11:46:49","2021-11-27 00:00:00",NULL,"2021-11-27 02:00:00","2023-04-14 11:46:49",annually,annually,138,6862,845,8533
"2022-03-29 00:00:00",NULL,"2021-01-28 23:44:10","2022-04-25 15:40:49","2022-04-14 00:00:00","2022-06-07 16:21:01","2022-04-14 00:00:00","2022-05-25 15:40:49",annually,monthly,11,2737,234,8612
"2022-04-10 00:00:00","2022-05-24 13:26:58","2021-01-28 23:44:10","2022-05-06 10:33:59","2022-04-11 00:00:00","2022-05-25 05:46:05","2022-04-11 00:00:00","2023-05-06 10:33:59",annually,annually,25,840,301,8696
NULL,"2022-06-07 17:07:58","2021-01-28 23:46:06","2022-05-07 16:09:44","2022-05-02 00:00:00","2022-07-07 16:22:36","2022-04-23 00:00:00","2022-07-07 16:09:44",annually,monthly,5,969,2397,8703
NULL,NULL,"2021-04-30 08:52:22","2022-05-11 16:12:20","2022-05-09 00:00:00",NULL,"2022-04-30 00:00:00","2023-05-11 16:12:20",annually,annually,2,151694,4149,8731
"2021-04-28 00:00:00","2022-06-09 20:48:05","2021-01-28 23:44:54","2022-05-12 21:58:56","2021-05-28 00:00:00","2022-06-12 22:01:02","2021-05-28 03:00:00","2022-06-12 21:58:56",annually,monthly,349,15743,1969,8743
"2021-07-16 00:00:00","2022-07-06 09:58:05","2021-05-26 16:06:13","2022-05-17 06:59:20","2021-07-26 00:00:00","2022-07-17 07:00:31","2021-07-26 00:00:00","2022-07-17 06:59:20",monthly,monthly,295,156057,4331,8774
"2022-03-27 00:00:00",NULL,"2021-04-11 15:46:28","2022-05-22 16:24:20","2022-04-11 00:00:00",NULL,"2022-04-11 00:00:00","2023-05-22 16:24:20",annually,annually,41,148825,4018,8825
"2021-03-23 00:00:00",NULL,"2021-03-23 06:45:39","2022-05-24 07:09:08","2022-03-23 00:00:00",NULL,"2022-03-23 00:00:00","2023-05-24 07:09:08",annually,annually,62,145813,3837,8841
"2021-01-31 00:00:00","2023-01-14 21:42:04","2021-01-28 23:44:53","2022-05-26 21:57:44","2021-02-28 00:00:00","2023-05-26 21:57:44","2021-02-28 02:00:00","2023-05-26 21:57:44",monthly,annually,452,9808,1107,8873
"2021-08-24 00:00:00",NULL,"2021-01-28 23:44:53","2022-05-26 22:08:07","2021-09-24 00:00:00",NULL,"2021-09-24 03:00:00","2023-05-26 22:08:07",annually,annually,244,1468,1310,8874
"2022-01-04 00:00:00","2022-05-27 18:09:46","2021-01-28 23:44:10","2022-05-27 18:06:53","2022-01-04 00:00:00","2023-05-27 18:06:53","2023-01-04 00:00:00","2023-05-27 18:06:53",annually,annually,143,1909,386,8886
"2021-05-04 00:00:00",NULL,"2021-01-28 23:44:10","2022-05-29 11:00:54","2021-05-13 00:00:00",NULL,"2021-06-04 00:00:00","2023-05-29 11:00:54",monthly,annually,381,618,382,8904
NULL,NULL,"2021-04-19 02:17:25","2022-05-29 21:26:04","2022-04-28 00:00:00",NULL,"2022-04-19 00:00:00","2023-05-29 21:26:04",annually,annually,31,149849,4069,8920
"2022-05-23 00:00:00",NULL,"2021-01-28 23:46:34","2022-05-30 02:09:13","2022-05-25 00:00:00",NULL,"2022-05-25 00:00:00","2023-05-30 02:09:13",annually,annually,5,1480,3160,8928
"2021-11-08 00:00:00",NULL,"2021-09-12 12:02:15","2022-05-30 07:35:03","2021-11-12 00:00:00",NULL,"2021-11-12 00:00:00","2023-01-30 07:35:03",monthly,monthly,199,159071,5397,8934
NULL,NULL,"2021-03-13 09:58:44","2022-06-01 03:05:11","2021-05-17 00:00:00",NULL,"2021-05-13 00:00:00","2023-06-01 03:05:11",monthly,annually,380,1159,3631,9033
"2021-08-02 00:00:00",NULL,"2021-01-28 23:44:10","2022-06-01 05:49:14","2021-11-28 00:00:00",NULL,"2021-11-28 02:00:00","2023-06-01 05:49:14",annually,annually,185,2881,815,9054
NULL,"2022-07-20 05:39:57","2021-05-11 14:32:48","2022-06-06 16:19:41","2022-05-15 00:00:00","2022-08-06 16:21:08","2022-05-11 00:00:00","2022-08-06 16:19:41",annually,monthly,22,153103,4226,9102
"2021-03-23 00:00:00",NULL,"2021-03-23 15:05:59","2022-06-07 02:18:34","2022-03-23 00:00:00",NULL,"2022-03-23 00:00:00","2023-06-07 02:18:34",annually,annually,76,2055,3847,9105
"2021-10-19 00:00:00",NULL,"2021-08-19 06:19:52","2022-06-07 17:23:13","2021-10-19 00:00:00","2022-07-20 18:01:15","2021-10-19 00:00:00","2022-07-07 17:23:13",monthly,monthly,231,5603,5176,9109
"2021-06-03 00:00:00","2022-08-08 17:26:36","2021-05-05 23:38:31","2022-06-17 16:34:12","2021-06-05 00:00:00","2022-08-17 16:40:52","2021-06-05 00:00:00","2022-08-17 16:34:12",monthly,monthly,377,152611,4192,9186
"2021-01-26 02:00:00","2022-06-24 17:05:40","2021-01-28 23:44:10","2022-06-23 03:12:47","2021-02-26 00:00:00","2022-07-23 03:20:45","2021-02-26 02:00:00","2022-07-23 03:12:47",monthly,monthly,482,1151,15,9237
"2021-04-16 00:00:00",NULL,"2021-01-28 23:44:10","2022-06-26 14:57:19","2021-12-02 00:00:00",NULL,"2021-12-02 02:00:00","2023-06-26 14:57:19",annually,annually,206,6971,628,9254
"2021-04-22 00:00:00",NULL,"2021-01-28 23:46:06","2022-06-26 22:38:04","2021-04-22 00:00:00",NULL,"2021-04-22 03:00:00","2023-06-26 22:38:04",annually,annually,430,2084,2435,9262
NULL,NULL,"2021-01-28 23:44:10","2022-06-27 07:42:49","2022-04-30 00:00:00",NULL,"2022-04-21 00:00:00","2023-06-27 07:42:49",annually,annually,58,1802,97,9265
"2022-05-24 00:00:00",NULL,"2021-05-26 00:37:31","2022-06-27 12:36:05","2022-05-26 00:00:00",NULL,"2022-05-26 00:00:00","2023-06-27 12:36:05",annually,annually,32,25308,4326,9268
NULL,NULL,"2021-01-28 23:46:06","2022-06-27 15:44:58","2022-04-27 00:00:00",NULL,"2022-04-18 00:00:00","2023-06-27 15:44:58",annually,annually,61,2146,2664,9272
NULL,NULL,"2021-01-28 23:46:34","2022-06-27 19:42:50","2021-02-15 00:00:00",NULL,"2021-02-05 02:00:00","2023-06-27 19:42:50",annually,annually,497,6899,3183,9279
NULL,NULL,"2021-01-28 23:46:06","2022-06-27 20:11:38","2022-04-23 00:00:00",NULL,"2022-04-14 00:00:00","2023-06-27 20:11:38",annually,annually,65,998,2911,9280
"2022-06-01 00:00:00",NULL,"2021-06-01 19:02:29","2022-06-28 08:44:55","2022-06-03 00:00:00",NULL,"2023-06-01 00:00:00","2023-06-28 08:44:55",annually,annually,25,156607,4501,9286
"2022-01-21 00:00:00",NULL,"2021-01-28 23:44:10","2022-06-28 16:46:21","2022-02-26 00:00:00",NULL,"2022-02-26 00:00:00","2023-06-28 16:46:21",annually,annually,122,3824,868,9292
NULL,NULL,"2021-06-03 11:30:59","2022-06-28 18:04:03","2022-06-12 00:00:00",NULL,"2022-06-03 00:00:00","2023-06-28 18:04:03",annually,annually,16,19545,4554,9293
NULL,NULL,"2021-01-28 23:44:10","2022-06-28 20:26:57","2021-02-22 00:00:00",NULL,"2021-02-18 00:00:00","2023-06-28 20:26:57",annually,annually,491,8641,974,9295
"2021-04-22 00:00:00",NULL,"2021-01-28 23:46:06","2022-06-29 01:02:02","2021-04-24 00:00:00",NULL,"2021-04-24 03:00:00","2023-06-29 01:02:02",annually,annually,431,2723,2327,9298
NULL,NULL,"2021-01-28 23:46:06","2022-06-29 03:24:08","2022-04-26 00:00:00",NULL,"2022-04-17 00:00:00","2023-06-29 03:24:08",annually,annually,64,3086,2744,9300
NULL,NULL,"2021-01-28 23:46:06","2022-06-29 05:18:42","2022-05-07 00:00:00",NULL,"2022-04-28 00:00:00","2023-06-29 05:18:42",annually,annually,53,11249,2118,9301
NULL,NULL,"2021-06-08 02:53:30","2022-06-29 08:58:54","2022-06-17 00:00:00",NULL,"2022-06-08 00:00:00","2023-06-29 08:58:54",annually,annually,12,156841,4615,9303
"2021-07-16 00:00:00",NULL,"2021-01-28 23:46:06","2022-06-29 18:24:02","2021-07-24 00:00:00",NULL,"2021-07-24 00:00:00","2023-06-29 18:24:02",annually,annually,340,12530,2310,9306
"2020-11-30 02:00:00",NULL,"2021-01-28 23:46:06","2022-06-29 19:49:26","2021-04-15 00:00:00",NULL,"2021-04-15 03:00:00","2023-06-29 19:49:26",annually,annually,440,7107,2857,9308
"2022-03-15 00:00:00",NULL,"2021-03-16 12:45:38","2022-06-29 20:25:17","2022-03-16 00:00:00",NULL,"2022-03-16 00:00:00","2023-06-29 20:25:17",annually,annually,105,1002,3667,9309
"2021-06-16 00:00:00",NULL,"2021-06-02 14:21:19","2022-06-30 06:43:20","2021-06-30 00:00:00",NULL,"2022-09-02 00:00:00","2023-06-30 06:43:20",annually,annually,365,156661,4517,9313
"2021-06-09 00:00:00",NULL,"2021-01-28 23:44:54","2022-06-30 07:27:59","2021-07-09 00:00:00",NULL,"2021-07-09 03:00:00","2023-06-30 07:27:59",annually,annually,356,4078,1728,9314
NULL,NULL,"2021-03-19 07:09:22","2022-06-30 08:08:15","2022-03-28 00:00:00",NULL,"2022-03-19 00:00:00","2023-06-30 08:08:15",annually,annually,94,11209,3793,9316
"2021-08-05 00:00:00",NULL,"2021-01-28 23:44:53","2022-06-30 09:50:12","2021-08-09 00:00:00",NULL,"2021-08-09 03:00:00","2023-06-30 09:50:12",annually,annually,325,11808,1546,9317
"2021-06-30 00:00:00",NULL,"2021-01-28 23:44:53","2022-06-30 11:23:05","2021-07-30 00:00:00",NULL,"2021-07-30 03:00:00","2023-06-30 11:23:05",annually,annually,335,17358,1573,9318
"2021-06-02 00:00:00",NULL,"2021-06-02 20:19:35","2022-06-30 12:46:38","2022-06-02 00:00:00",NULL,"2022-06-02 00:00:00","2023-06-30 12:46:38",annually,annually,28,156608,4535,9319
"2021-04-01 00:00:00",NULL,"2021-02-01 03:23:09","2022-06-30 13:41:07","2021-05-01 00:00:00",NULL,"2021-05-01 00:00:00","2023-06-30 13:41:07",monthly,annually,425,143615,3235,9320
